Sr No.,Name,Roll No,Branch,Python-1,SQL,Calculus-1,Python-2,Hackathon-1,Calculus-2,SM-1,Linear Algebra,Discrete Mathematics,Hackathon-2,DSA,SM-2
762,Kristen Freeman,STU0762,B.Tech CSE,56.1,56.85,11.92,36.71,45.17,76.26,34.72,69.91,49.96,45.57,56.22,40.22
763,Nicole Williamson,STU0763,B.Tech CSE,39.27,7.38,43.8,38.0,37.1,60.42,66.47,55.8,74.89,64.39,42.62,38.43
764,Gerald Schultz,STU0764,B.Tech CSE,57.82,64.34,84.95,79.78,36.46,47.45,66.78,76.7,73.47,48.4,18.65,25.03
765,Zachary Schroeder,STU0765,B.Tech AIDS,56.82,58.56,22.53,51.11,65.78,21.22,77.62,40.56,81.44,36.66,24.33,38.55
766,William Mclaughlin,STU0766,B.Tech CSE,47.62,40.29,44.6,58.35,45.72,48.35,7.27,59.79,47.77,90.26,26.51,4.79
767,Jaime Williams,STU0767,B.Tech AIML,65.45,58.66,24.79,11.76,88.43,85.35,0.0,38.54,91.6,38.1,37.73,42.93
768,Victoria Archer,STU0768,B.Tech CSE,21.98,7.38,76.31,3.93,56.18,72.16,13.72,26.89,80.33,63.32,34.57,80.06
769,Zachary Clarke,STU0769,B.Tech AIDS,80.16,56.73,27.5,39.66,57.16,45.29,73.47,11.76,12.64,54.52,37.71,34.32
770,Sarah Mueller,STU0770,B.Tech AIDS,5.8,50.49,48.68,66.34,51.72,46.68,79.43,17.19,63.41,8.22,29.04,19.68
771,Michelle Martin,STU0771,B.Tech AIML,69.55,48.36,49.66,22.33,42.51,30.91,59.59,25.22,83.24,8.11,29.84,91.93
772,Richard Williams,STU0772,B.Tech AIDS,39.12,17.13,55.48,38.12,29.1,22.6,100.0,43.71,1.86,87.34,65.28,30.84
773,Samantha Brooks,STU0773,B.Tech AIML,26.67,66.84,43.83,1.85,94.68,39.15,87.39,81.96,24.97,75.83,33.71,3.33
774,Emily Buck,STU0774,B.Tech AIML,39.39,59.94,38.43,42.32,78.59,52.66,28.92,67.55,54.94,0.0,60.71,59.8
775,Sheila Rodriguez,STU0775,B.Tech AIDS,50.5,72.29,33.19,58.41,10.83,60.18,98.83,25.13,31.0,32.25,53.25,23.42
776,David Williamson,STU0776,B.Tech AIDS,60.53,71.17,63.36,5.79,74.88,73.43,70.75,59.32,55.5,75.81,98.09,26.17
777,Dawn Vasquez,STU0777,B.Tech AIDS,76.95,47.84,46.76,11.59,42.88,25.07,38.4,22.55,38.78,39.85,52.42,9.63
778,Katherine Jordan,STU0778,B.Tech AIDS,13.86,59.05,30.06,76.86,55.63,65.17,85.27,42.26,35.64,71.79,62.74,45.32
779,Daniel Ward,STU0779,B.Tech AIDS,84.79,44.69,50.82,50.53,26.64,51.94,84.92,61.12,50.78,45.96,58.27,68.74
780,Judy Miller,STU0780,B.Tech AIDS,65.23,41.7,58.12,62.0,24.82,54.21,0.0,62.06,66.51,68.69,40.12,57.73
781,Leah Lewis,STU0781,B.Tech AIML,85.6,85.34,49.27,53.48,77.77,12.48,41.92,83.39,74.38,59.23,12.35,48.75
782,Carl Martinez,STU0782,B.Tech AIDS,35.25,58.28,29.77,24.36,0.0,80.55,40.01,53.93,49.94,23.31,18.52,24.87
783,Nathan Roy,STU0783,B.Tech CSE,31.92,59.17,30.11,93.66,75.68,70.21,47.01,87.86,44.55,49.22,54.25,67.55
784,Jason Barker,STU0784,B.Tech CSE,65.92,38.12,36.68,66.0,67.88,40.17,10.32,44.82,65.59,95.14,20.05,39.34
785,Victoria Becker,STU0785,B.Tech AIML,40.26,83.9,49.13,27.32,63.97,39.88,19.39,27.68,93.35,59.61,52.69,43.75
786,William Stanley,STU0786,B.Tech CSE,57.3,57.01,57.3,52.87,71.72,50.58,25.55,34.69,0.52,100.0,71.57,29.25
787,Dr. Cassandra Peterson MD,STU0787,B.Tech AIDS,42.95,34.08,88.56,14.5,52.86,47.29,70.67,47.4,6.04,43.72,25.7,51.99
788,Melissa Reyes,STU0788,B.Tech AIDS,85.85,6.51,29.99,36.18,40.46,68.5,45.66,60.4,34.36,55.75,69.44,31.69
789,Allen Campbell,STU0789,B.Tech AIML,69.53,51.31,76.14,44.96,59.53,48.98,47.59,56.47,63.42,18.76,85.84,3.51
790,Jeremy Moore,STU0790,B.Tech CSE,32.88,47.64,60.31,89.4,3.54,37.31,0.0,50.79,56.79,89.77,53.02,76.1
791,David Moore,STU0791,B.Tech CSE,64.6,39.12,14.78,56.88,12.7,82.38,45.95,79.88,37.99,56.72,55.23,48.87
792,Alexandria Smith,STU0792,B.Tech CSE,39.18,59.81,26.85,19.76,81.07,68.18,51.65,91.63,43.31,83.07,54.39,24.38
793,Stephanie Flowers,STU0793,B.Tech AIML,96.2,74.77,46.97,68.18,39.91,70.73,0.0,24.5,74.48,43.76,55.19,16.33
794,Jessica Higgins,STU0794,B.Tech AIML,96.2,79.76,44.98,39.88,75.74,99.56,73.84,100.0,26.94,29.52,20.28,61.04
795,Tracey Dougherty,STU0795,B.Tech AIML,54.39,46.2,70.23,80.81,11.86,35.08,70.5,38.31,30.04,75.46,17.76,42.46
796,Elizabeth Fernandez,STU0796,B.Tech AIDS,58.22,35.65,69.58,35.78,85.22,46.86,66.78,68.65,34.31,0.0,59.02,51.81
797,Antonio Reed,STU0797,B.Tech AIDS,63.9,44.34,39.24,100.0,13.19,68.35,35.63,41.61,42.07,29.91,64.28,84.77
798,Christopher Mitchell,STU0798,B.Tech AIDS,61.75,52.58,25.34,62.92,100.0,40.48,40.6,35.97,37.76,0.0,60.13,28.86
799,Michael Burke,STU0799,B.Tech AIML,9.74,68.83,22.95,41.53,86.66,14.77,11.69,56.73,78.74,10.64,60.19,64.52
800,Savannah Gray,STU0800,B.Tech AIDS,0.0,69.96,71.92,42.21,81.31,78.41,52.58,38.71,25.68,49.06,64.24,41.9
801,Anthony Jennings,STU0801,B.Tech AIML,0.0,81.72,54.76,40.51,71.43,88.12,0.0,60.86,14.33,62.48,53.2,65.89
802,Brian Cortez,STU0802,B.Tech AIDS,37.52,3.17,38.74,60.17,75.38,20.7,75.68,33.8,59.06,37.25,54.55,72.3
803,Jason Johnson,STU0803,B.Tech AIDS,19.32,33.0,54.62,100.0,28.42,100.0,100.0,47.57,42.55,32.7,48.29,14.83
804,Anthony Garcia,STU0804,B.Tech CSE,48.09,87.42,34.72,43.98,7.47,59.35,56.61,51.59,44.58,42.68,62.55,49.28
805,Peter Martin,STU0805,B.Tech CSE,57.87,55.37,78.09,66.92,54.82,87.96,60.51,82.62,65.17,3.95,82.62,53.38
806,Lisa Burns,STU0806,B.Tech AIDS,48.7,57.03,41.38,55.68,35.2,81.86,47.16,40.44,26.88,56.72,54.68,59.71
807,Marco Parker,STU0807,B.Tech AIML,24.32,9.97,65.64,87.12,24.34,89.74,57.1,49.82,40.06,15.39,74.69,30.61
808,Benjamin Adams,STU0808,B.Tech AIML,30.5,74.8,2.93,11.91,49.55,57.33,62.12,42.46,100.0,44.3,44.23,30.08
809,Courtney Smith,STU0809,B.Tech AIDS,53.1,65.37,80.09,12.77,43.85,61.17,64.68,50.16,63.56,29.78,88.95,74.82
810,Gail Johns,STU0810,B.Tech CSE,16.38,23.12,23.83,66.95,17.88,41.72,61.37,48.35,56.47,23.35,64.87,34.67
811,April Mcdaniel,STU0811,B.Tech AIDS,41.88,55.94,52.58,50.6,31.23,42.51,50.05,15.62,38.44,59.69,18.06,78.91
812,Dennis Chen,STU0812,B.Tech CSE,81.74,18.87,83.94,46.41,60.46,37.58,73.08,60.15,29.65,20.87,13.49,54.7
813,Ricky Bell,STU0813,B.Tech CSE,64.31,66.27,47.05,21.08,32.95,78.81,37.88,53.59,23.11,58.41,38.56,76.17
814,Bruce Ayers,STU0814,B.Tech CSE,69.34,37.61,46.83,36.22,14.51,28.56,54.96,58.13,53.71,42.46,73.33,51.59
815,Larry Vasquez,STU0815,B.Tech AIDS,67.58,5.66,0.0,57.09,14.38,44.69,42.45,89.69,60.0,54.15,70.92,59.21
816,Carlos Washington,STU0816,B.Tech AIDS,38.56,76.79,22.26,58.08,11.31,55.1,54.82,91.91,10.88,34.98,70.57,58.38
817,Loretta Hall,STU0817,B.Tech AIDS,54.51,26.1,35.23,81.13,48.71,59.38,47.12,20.42,73.35,62.58,100.0,24.61
818,Jessica Miller,STU0818,B.Tech CSE,70.56,17.21,53.93,74.41,0.0,44.88,35.92,32.45,59.63,78.02,46.67,55.14
819,Brian Arnold,STU0819,B.Tech AIML,52.86,50.05,22.77,77.71,57.38,59.87,29.84,38.52,45.6,11.65,7.8,34.98
820,Ashley Wolf,STU0820,B.Tech AIDS,63.06,33.67,24.53,29.63,38.62,41.15,100.0,76.37,75.62,79.21,25.03,19.44
821,Kristen Palmer,STU0821,B.Tech AIDS,22.33,83.36,36.32,18.72,39.23,44.03,56.71,56.27,29.3,67.14,34.02,46.09
822,Phillip Garcia,STU0822,B.Tech CSE,67.17,33.95,35.77,64.79,28.56,40.38,63.89,100.0,65.14,61.82,63.27,23.17
823,William Thomas,STU0823,B.Tech AIDS,52.89,49.26,58.04,52.91,59.49,42.21,51.47,19.3,42.0,84.77,57.97,49.48
824,Vincent Watts,STU0824,B.Tech AIDS,97.4,15.98,22.26,92.82,51.15,43.94,20.02,61.19,63.61,22.64,46.49,41.61
825,Sarah Russell,STU0825,B.Tech AIML,56.4,22.02,81.3,72.9,40.92,44.59,46.59,30.54,38.91,43.24,90.32,73.67
826,David Newman,STU0826,B.Tech AIML,73.37,59.25,22.07,48.96,74.26,18.54,65.91,100.0,76.55,85.35,55.46,74.2
827,Tracey Frye,STU0827,B.Tech CSE,32.05,69.9,66.36,57.25,82.9,36.53,45.32,52.39,24.26,55.67,7.03,76.17
828,Rachel Richardson,STU0828,B.Tech CSE,51.17,36.98,29.14,44.14,67.21,63.69,32.36,28.85,66.42,31.94,51.5,53.09
829,Tammy Briggs,STU0829,B.Tech CSE,57.8,71.46,18.43,2.22,35.81,95.04,100.0,95.78,45.18,5.45,0.0,34.65
830,Joseph Roberts,STU0830,B.Tech AIDS,45.05,82.52,71.7,55.69,27.75,25.98,56.35,67.43,59.8,24.14,66.27,60.65
831,Maria Taylor,STU0831,B.Tech AIDS,23.23,30.39,67.21,44.14,89.73,62.53,37.83,49.74,51.58,31.79,27.19,67.53
832,Vanessa Young,STU0832,B.Tech AIDS,71.13,65.09,87.88,36.46,91.86,27.48,24.68,6.0,38.86,37.41,63.15,56.1
833,Gary Hull,STU0833,B.Tech CSE,20.18,40.18,40.71,5.6,25.48,30.73,85.84,54.79,66.55,12.53,79.86,82.53
834,Catherine Juarez,STU0834,B.Tech CSE,0.04,32.37,62.39,66.11,33.04,42.36,35.07,52.76,79.93,30.72,75.02,30.46
835,Brandi Mcguire,STU0835,B.Tech AIDS,28.81,70.46,73.05,71.29,17.11,38.35,70.57,51.04,23.16,61.46,32.13,94.86
836,Mark Wiley,STU0836,B.Tech AIDS,88.62,65.1,84.03,51.62,69.14,86.94,56.14,43.62,7.38,47.92,70.59,73.64
837,Anthony Nixon,STU0837,B.Tech AIDS,62.61,36.47,0.58,37.62,42.39,42.18,65.46,99.64,53.09,44.58,43.52,53.11
838,Robert Martin,STU0838,B.Tech AIML,29.29,53.0,61.27,55.24,61.44,60.84,5.7,65.92,33.22,22.6,22.39,60.84
839,Ann Watts,STU0839,B.Tech AIDS,44.44,7.95,61.95,14.01,53.5,55.96,72.14,94.54,15.88,48.69,43.09,60.84
840,Jane Barton,STU0840,B.Tech AIML,55.39,41.19,38.98,22.09,74.7,61.48,72.94,42.24,33.58,23.04,58.97,24.01
841,Vanessa Williams,STU0841,B.Tech AIDS,96.22,17.31,56.84,89.17,64.98,54.39,25.79,15.46,69.25,87.65,39.03,21.52
842,Vincent Curtis,STU0842,B.Tech AIDS,0.0,25.48,47.16,89.98,66.83,57.63,40.0,35.42,85.14,55.02,0.0,33.16
843,John Bernard,STU0843,B.Tech CSE,28.54,36.34,64.07,47.31,48.08,82.84,32.59,96.6,33.22,52.23,42.97,53.09
844,Brandon Phillips,STU0844,B.Tech AIML,61.11,60.85,31.17,21.93,100.0,37.9,67.48,9.81,43.01,46.82,61.82,0.0
845,Angela Weber,STU0845,B.Tech AIDS,54.15,21.26,58.11,24.09,28.61,43.16,23.69,38.11,20.17,4.17,75.45,17.6
846,Catherine Davis,STU0846,B.Tech AIML,45.53,68.82,34.63,29.37,55.66,77.95,20.77,46.25,6.69,40.17,50.86,28.63
847,Felicia Evans,STU0847,B.Tech AIML,38.58,14.79,51.93,76.39,22.57,34.43,62.56,80.3,12.67,45.78,57.08,47.45
848,Marcus Davenport,STU0848,B.Tech AIML,0.0,62.53,87.98,52.92,24.22,37.17,94.25,72.75,66.0,58.91,33.47,44.99
849,Doris Garcia,STU0849,B.Tech CSE,48.05,63.74,87.72,77.96,14.52,55.6,68.42,65.47,34.27,100.0,18.07,22.92
850,David Young,STU0850,B.Tech CSE,55.84,100.0,29.1,43.35,76.93,49.55,41.63,64.14,56.81,75.76,82.29,57.68
851,Michael Ibarra,STU0851,B.Tech AIDS,57.29,55.35,62.23,51.38,49.98,79.92,87.9,12.31,50.25,32.78,42.23,60.06
852,Colleen Johnston,STU0852,B.Tech AIDS,66.74,47.2,2.17,25.87,72.41,0.0,79.69,63.03,82.9,45.04,0.0,60.76
853,Dana Patterson,STU0853,B.Tech CSE,81.87,73.12,33.43,52.17,36.68,29.52,73.88,20.06,27.65,22.4,12.74,53.66
854,Sara Swanson,STU0854,B.Tech AIDS,79.04,45.38,12.36,71.0,92.14,33.84,38.04,62.89,90.55,37.0,16.69,65.79
855,Jonathan Henry,STU0855,B.Tech CSE,69.98,50.15,36.05,74.86,63.2,30.79,51.23,16.21,67.15,43.44,39.11,49.18
856,Rebecca Stevens,STU0856,B.Tech AIDS,51.01,72.37,64.78,46.09,69.09,60.02,39.34,46.88,46.29,62.63,40.82,40.24
857,Lori Marshall,STU0857,B.Tech CSE,99.22,73.49,30.98,64.27,52.96,59.79,53.43,79.74,58.64,48.45,76.05,55.83
858,Scott King,STU0858,B.Tech AIDS,53.04,57.85,47.66,50.23,35.33,31.22,25.04,15.2,28.01,45.64,52.58,43.22
859,Brandon Randall,STU0859,B.Tech AIML,0.0,89.36,77.16,61.14,97.69,25.57,97.19,25.87,55.97,18.15,50.37,59.65
860,Michelle Martinez,STU0860,B.Tech CSE,46.13,67.85,52.48,36.94,35.83,70.27,33.66,72.89,80.57,8.28,78.32,100.0
861,Amanda Francis,STU0861,B.Tech AIML,56.3,64.98,75.93,43.11,54.56,17.15,53.47,62.45,62.9,76.64,30.63,36.68
862,Diane Decker,STU0862,B.Tech CSE,97.39,46.24,55.0,48.32,29.46,90.59,36.81,21.82,38.73,0.0,33.72,25.8
863,Dr. Christina Strong,STU0863,B.Tech CSE,65.44,33.16,72.2,84.96,69.53,44.62,53.53,11.88,46.66,28.49,67.36,100.0
864,Ashley Alvarado,STU0864,B.Tech AIML,62.5,0.22,40.97,53.06,52.18,31.73,56.13,18.94,26.38,66.14,24.61,63.46
865,Michelle Pitts,STU0865,B.Tech CSE,15.76,94.12,30.64,44.41,58.27,35.87,53.59,64.38,74.02,69.79,45.7,46.33
866,Kaitlyn Garcia,STU0866,B.Tech CSE,100.0,73.75,26.95,52.5,41.62,46.62,19.26,39.7,95.29,64.48,0.0,80.42
867,Christopher Miles,STU0867,B.Tech CSE,77.24,41.02,67.93,28.52,38.24,87.46,43.21,3.26,48.42,48.04,79.96,50.36
868,William Rosales,STU0868,B.Tech AIDS,39.46,76.13,53.02,31.25,78.87,54.84,50.07,54.45,23.23,36.81,50.09,45.13
869,Trevor Rodriguez,STU0869,B.Tech CSE,81.81,55.44,71.37,50.23,76.41,59.94,50.34,49.67,26.14,62.67,48.99,37.45
870,Jonathan Foley,STU0870,B.Tech CSE,77.66,18.74,39.44,75.69,57.89,48.8,56.28,54.49,12.08,41.27,90.41,33.52
871,Wendy Barrett,STU0871,B.Tech AIML,42.04,36.46,47.82,35.42,62.17,54.93,69.34,23.73,41.49,44.36,61.39,30.17
872,Vanessa Stevenson,STU0872,B.Tech AIDS,72.89,79.66,25.28,37.73,36.7,100.0,39.25,91.94,18.33,25.26,32.83,28.86
873,Roger Dalton,STU0873,B.Tech CSE,43.3,32.28,29.52,78.96,80.59,73.73,63.1,52.32,37.57,26.17,59.07,20.66
874,Kelly Kerr,STU0874,B.Tech AIML,25.15,78.82,97.52,59.83,77.66,43.85,16.56,65.3,64.23,51.79,43.94,74.06
875,Samuel Turner,STU0875,B.Tech AIML,25.36,30.66,24.8,52.12,22.8,32.89,32.36,43.48,12.82,52.18,81.18,53.39
876,Wayne Jones,STU0876,B.Tech AIDS,88.53,83.35,69.44,51.87,50.56,69.09,40.21,2.94,62.3,21.72,25.95,50.01
877,Benjamin Leon,STU0877,B.Tech AIDS,47.62,14.7,54.14,74.15,21.79,81.81,11.0,100.0,39.72,53.64,2.7,48.45
878,Robert Glass,STU0878,B.Tech CSE,55.71,47.85,35.92,26.34,78.26,50.77,88.52,36.84,39.13,70.39,9.43,19.66
879,Melinda Ruiz,STU0879,B.Tech AIML,77.44,20.7,4.52,96.71,15.15,54.6,51.73,0.0,43.32,61.21,58.86,72.59
880,Joseph Richardson,STU0880,B.Tech AIDS,40.31,67.81,32.77,14.74,17.56,13.45,75.24,12.14,56.85,43.35,47.43,84.09
881,Thomas Long,STU0881,B.Tech AIDS,39.04,65.29,50.94,46.2,100.0,13.97,82.23,66.41,38.01,90.73,3.8,36.96
882,Patricia Shaw,STU0882,B.Tech AIDS,19.79,60.3,22.17,60.83,45.34,38.02,59.72,43.28,22.78,100.0,37.82,0.0
883,Evan Bender,STU0883,B.Tech AIML,28.95,18.32,70.65,58.04,59.97,40.75,43.02,40.73,47.97,70.88,58.4,62.5
884,Bethany Young,STU0884,B.Tech AIML,62.49,72.11,57.2,58.97,79.72,33.37,28.61,20.35,54.57,3.66,61.55,47.27
885,Logan Farrell,STU0885,B.Tech CSE,78.37,33.2,44.92,78.06,84.58,33.0,54.54,57.36,59.34,43.44,82.03,2.76
886,Gabriel Garza,STU0886,B.Tech CSE,39.47,61.2,61.43,83.82,79.96,42.86,82.5,32.15,73.27,95.26,80.37,52.64
887,Douglas Nichols,STU0887,B.Tech AIDS,41.71,11.79,57.76,22.12,30.17,20.23,38.49,49.3,56.84,34.99,76.73,44.79
888,Michael Paul,STU0888,B.Tech AIML,30.31,55.66,99.09,58.38,40.93,11.81,44.51,55.87,40.31,8.37,28.74,86.36
889,Vanessa Sherman,STU0889,B.Tech AIML,85.85,27.83,66.82,20.54,85.11,56.13,73.74,7.12,66.94,49.81,71.3,72.87
890,Barbara Perkins,STU0890,B.Tech CSE,51.64,34.98,69.49,48.5,28.18,27.0,13.07,37.24,77.57,54.45,36.76,70.12
891,Kimberly Lam,STU0891,B.Tech AIDS,29.19,52.38,45.51,69.48,10.57,28.75,9.04,43.51,80.29,37.36,37.23,71.79
892,Jasmine Mcmillan,STU0892,B.Tech CSE,76.71,47.79,67.12,23.08,84.45,100.0,63.03,0.0,36.04,65.32,39.46,81.8
893,Lisa Pearson,STU0893,B.Tech AIML,64.7,32.34,50.81,27.65,45.44,36.14,79.37,100.0,14.22,1.92,43.87,12.04
894,Sheila Sanchez,STU0894,B.Tech AIDS,51.16,68.72,87.35,55.03,45.17,0.54,50.65,51.78,65.97,32.29,39.12,13.05
895,Angelica Jackson,STU0895,B.Tech CSE,0.0,22.29,10.74,58.42,37.05,36.54,25.39,0.0,87.71,24.99,39.69,13.63
896,Lisa Bond,STU0896,B.Tech CSE,74.3,53.59,29.34,40.19,91.95,48.18,45.46,26.47,2.64,46.0,58.14,77.49
897,Jasmine Terrell,STU0897,B.Tech CSE,0.0,21.87,35.48,49.91,46.37,46.96,60.2,27.42,73.35,60.84,42.0,90.02
898,Katherine Elliott,STU0898,B.Tech AIML,88.91,73.32,0.0,89.47,69.87,100.0,80.94,89.46,71.97,83.72,99.85,55.41
899,Amy Mitchell,STU0899,B.Tech AIDS,10.69,42.31,59.75,51.87,18.84,9.22,31.47,70.19,89.51,72.91,76.44,47.98
900,Melanie Burns,STU0900,B.Tech AIML,6.45,38.62,43.53,37.57,51.37,61.04,71.33,43.05,2.41,37.93,51.09,80.57
901,Sarah Burgess,STU0901,B.Tech AIDS,35.8,62.81,57.25,51.1,73.26,33.48,35.62,49.7,34.0,62.7,32.17,55.66
902,Jesus Hayes,STU0902,B.Tech AIML,47.5,55.37,38.51,41.52,52.4,55.05,49.89,92.63,25.23,48.39,10.66,59.3
903,Nicole Burns,STU0903,B.Tech AIDS,22.12,43.04,40.7,57.02,36.18,35.12,85.9,57.11,35.97,43.73,91.13,44.12
904,Amy Buckley,STU0904,B.Tech AIML,32.77,32.88,36.27,35.14,18.01,21.89,29.27,64.79,40.47,44.82,81.75,82.38
905,Joshua Dorsey,STU0905,B.Tech AIML,42.95,34.23,28.39,67.32,44.88,40.34,29.66,30.76,58.0,17.11,74.87,36.65
906,Evan Gordon,STU0906,B.Tech CSE,46.26,16.58,49.69,41.79,48.75,86.79,54.44,30.13,32.22,64.88,82.47,57.05
907,Brianna Hendricks,STU0907,B.Tech AIML,67.22,65.24,85.48,1.26,66.68,74.59,16.53,27.86,28.73,31.78,37.96,56.07
908,Daniel Davis,STU0908,B.Tech AIML,71.64,77.03,29.05,28.88,82.9,66.17,52.07,61.83,49.25,63.11,41.6,56.72
909,Karen Rivera,STU0909,B.Tech CSE,12.24,32.81,33.07,40.64,26.84,36.66,12.14,63.72,47.94,7.37,29.13,58.42
910,Laura Ramirez,STU0910,B.Tech AIDS,36.42,32.58,48.14,58.59,14.09,63.75,29.99,49.55,49.11,36.82,24.41,42.86
911,Charles Turner Jr.,STU0911,B.Tech CSE,90.63,15.96,92.31,43.51,50.88,22.83,30.72,37.43,23.86,44.78,39.82,96.27
912,Brittany Meyers,STU0912,B.Tech AIDS,20.85,52.57,56.2,23.24,67.17,40.04,0.0,66.5,22.08,23.81,67.2,41.32
913,Nathaniel Ford,STU0913,B.Tech AIDS,72.94,80.25,33.88,69.83,31.11,100.0,32.68,75.65,71.09,57.9,33.24,46.22
914,Jacob Logan,STU0914,B.Tech AIML,0.0,55.61,58.74,53.34,0.0,18.36,31.3,57.29,57.23,45.74,65.88,24.34
915,Anna Romero,STU0915,B.Tech AIDS,65.26,61.87,59.44,45.45,95.77,62.33,25.79,56.21,68.81,35.3,77.23,59.55
916,Miranda Moore,STU0916,B.Tech CSE,0.0,57.49,39.85,63.43,73.61,54.88,91.63,45.53,65.62,70.12,47.57,69.47
917,Cody Kramer,STU0917,B.Tech AIML,35.13,39.44,17.19,56.04,58.13,79.48,69.78,42.88,20.55,60.82,77.77,68.88
918,Jenna Parker,STU0918,B.Tech CSE,77.11,44.7,38.33,31.58,48.6,48.04,55.17,46.77,46.66,30.58,73.54,51.91
919,Angela Weaver,STU0919,B.Tech CSE,45.64,31.31,16.7,82.7,63.87,9.4,69.08,73.06,53.11,89.95,55.42,14.58
920,Kevin Olsen,STU0920,B.Tech CSE,59.13,56.12,34.92,64.34,8.31,74.76,28.05,25.38,47.15,60.82,54.1,31.43
921,Matthew Nash,STU0921,B.Tech CSE,37.35,21.67,44.38,76.88,49.89,71.49,86.39,35.3,45.34,100.0,86.11,8.19
922,Kristin Kelly,STU0922,B.Tech AIML,59.68,50.01,70.66,31.38,29.01,33.1,35.7,70.38,20.47,34.43,5.27,75.18
923,Lisa Fernandez,STU0923,B.Tech AIML,81.78,41.82,42.55,61.33,86.86,60.22,32.56,9.53,22.12,51.83,33.62,54.87
924,Jessica Walker,STU0924,B.Tech AIML,36.18,23.55,20.57,89.06,72.22,93.26,63.5,39.25,83.08,49.17,55.52,48.93
925,Sarah Mullen,STU0925,B.Tech AIML,0.0,90.12,62.28,58.25,48.46,54.09,35.07,65.41,17.32,54.65,64.04,45.03
926,Shannon Griffin,STU0926,B.Tech CSE,59.27,25.22,25.85,55.92,66.96,3.13,63.05,36.42,45.18,16.51,28.71,74.15
927,Erin Jones,STU0927,B.Tech AIDS,50.82,40.43,47.09,62.23,61.01,48.12,77.32,74.26,60.33,51.37,66.43,57.86
928,Barbara Farmer,STU0928,B.Tech AIDS,76.52,72.49,24.54,22.85,32.47,74.4,10.59,59.87,59.06,79.07,54.51,16.42
929,Joseph Lopez,STU0929,B.Tech AIML,26.02,20.45,36.55,45.43,20.86,86.77,16.87,83.65,79.63,72.46,32.66,58.56
930,Justin Hart,STU0930,B.Tech AIDS,18.07,72.77,48.15,39.77,19.41,0.0,24.04,77.82,39.93,45.77,66.39,95.14
931,Kathryn Mata,STU0931,B.Tech AIDS,83.13,25.69,1.44,100.0,100.0,54.71,18.24,74.08,47.3,47.18,72.36,58.36
932,Stephanie Patel,STU0932,B.Tech AIDS,20.35,41.88,66.53,62.76,56.55,73.34,40.96,54.47,0.0,38.76,69.1,40.24
933,Timothy Duncan,STU0933,B.Tech AIDS,38.34,23.96,75.08,63.71,70.64,6.84,45.99,43.0,42.99,34.6,41.35,71.24
934,Barry Garcia,STU0934,B.Tech CSE,2.18,94.43,62.1,48.94,72.67,13.7,33.38,46.97,84.14,48.84,61.25,35.26
935,Amanda Boyle,STU0935,B.Tech AIDS,62.17,91.93,74.89,47.96,66.89,64.44,62.66,77.8,77.61,46.82,66.05,40.42
936,Alice Zimmerman,STU0936,B.Tech AIDS,26.92,43.26,48.09,8.46,71.51,0.0,100.0,87.55,43.47,50.24,57.57,35.27
937,Mark Miles,STU0937,B.Tech AIDS,54.82,46.4,47.64,54.54,17.16,50.99,54.09,53.22,44.6,78.45,41.16,55.68
938,Tyler Romero,STU0938,B.Tech AIML,82.43,48.02,55.36,47.59,80.93,43.56,82.08,47.41,28.51,66.98,42.38,65.51
939,Richard Williams,STU0939,B.Tech AIDS,0.0,50.13,38.51,23.42,36.17,35.66,48.8,15.82,57.91,84.16,57.02,70.22
940,Margaret Goodman,STU0940,B.Tech CSE,77.36,80.91,96.75,37.52,32.04,69.59,67.71,69.39,97.23,50.28,60.65,25.49
941,Courtney Gonzales,STU0941,B.Tech CSE,100.0,41.59,42.29,41.33,33.88,31.76,36.91,15.86,30.37,98.72,68.39,73.15
942,Gail Bell,STU0942,B.Tech CSE,79.43,95.85,5.71,19.25,29.91,38.26,42.49,38.83,55.48,50.88,31.93,0.0
943,Casey Holland,STU0943,B.Tech AIDS,25.18,36.27,43.82,21.76,37.73,21.73,46.85,23.17,28.78,17.28,46.16,28.34
944,Martin Anderson,STU0944,B.Tech AIDS,72.67,60.15,48.25,30.06,59.51,67.27,53.57,90.09,61.49,72.84,53.34,66.89
945,Mike Molina,STU0945,B.Tech CSE,30.08,38.54,58.73,58.55,62.69,77.51,14.38,25.64,55.74,31.89,100.0,62.89
946,Emily Shepherd,STU0946,B.Tech AIDS,48.04,37.11,38.0,50.75,52.8,38.58,43.17,83.61,84.61,56.3,16.47,63.46
947,Michelle Gordon,STU0947,B.Tech CSE,88.86,84.24,68.36,85.56,51.33,65.7,32.98,57.31,83.24,35.26,28.46,52.44
948,Jenna Trujillo,STU0948,B.Tech CSE,44.33,66.23,38.67,92.96,17.76,81.34,30.88,5.1,55.95,43.63,22.26,7.97
949,Matthew Wilson,STU0949,B.Tech AIDS,49.79,74.4,64.62,51.42,61.97,49.32,14.26,14.48,44.92,45.98,71.27,68.93
950,Amanda Hodges,STU0950,B.Tech CSE,65.13,42.99,15.48,60.3,63.13,0.0,29.14,32.72,52.96,29.92,49.05,44.74
951,Tammy Santana,STU0951,B.Tech AIDS,46.02,32.09,34.03,22.99,59.5,64.28,30.73,88.02,42.13,88.25,33.95,0.0
